title,genres_clean,overview,popularity,combined_features
Mighty Raju,Kids' TV,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",75.5,"Mighty Raju Kids' TV Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges! Netflix"
Paradise Hills,Sci-Fi Fantasy Thrillers,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",78.5,"Paradise Hills Sci-Fi Fantasy Thrillers Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse. Netflix"
The Women and the Murderer,Documentaries International Movies,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,81.5,The Women and the Murderer Documentaries International Movies This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother. Netflix
Into the Night,International TV Shows TV Dramas,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,81.5,Into the Night International TV Shows TV Dramas Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below. Netflix
JJ+E,Dramas International Movies Romantic Movies,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",81.5,"JJ+E Dramas International Movies Romantic Movies Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers? Netflix"
Show Dogs,Children Family Movies Comedies,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,77.0,Show Dogs Children Family Movies Comedies A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale. Netflix
The Circle,Reality TV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",81.5,"The Circle Reality TV Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000. Netflix"
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Documentaries Music Musicals,"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",77.0,"If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd Documentaries Music Musicals Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant. Netflix"
Kid Cosmic,Kids' TV TV Comedies TV,A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,81.5,Kid Cosmic Kids' TV TV Comedies TV A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone. Netflix
Octonauts: Above & Beyond,British TV Shows Kids' TV,"The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",81.5,"Octonauts: Above & Beyond British TV Shows Kids' TV The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk. Netflix"
On the Verge,TV Comedies TV Dramas,"Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",81.5,"On the Verge TV Comedies TV Dramas Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA. Netflix"
Tobot Galaxy Detectives,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",78.5,"Tobot Galaxy Detectives Kids' TV An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil. Netflix"
Untold: Breaking Point,Documentaries Sports Movies,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",81.5,"Untold: Breaking Point Documentaries Sports Movies Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court. Netflix"
Countdown: Inspiration4 Mission to Space,Docuseries Science Nature TV,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",81.5,"Countdown: Inspiration4 Mission to Space Docuseries Science Nature TV From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission. Netflix"
Shadow Parties,Dramas International Movies Thrillers,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,80.0,Shadow Parties Dramas International Movies Thrillers A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals. Netflix
Tayo the Little Bus,Kids' TV Korean TV Shows,"As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",74.0,"Tayo the Little Bus Kids' TV Korean TV Shows As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day. Netflix"
Angamaly Diaries,Action Adventure Comedies Dramas,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",75.5,"Angamaly Diaries Action Adventure Comedies Dramas After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law. Netflix"
Bunk'd,Kids' TV TV Comedies,"The Ross siblings of Disney's hit series 'Jessie' spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",81.5,"Bunk'd Kids' TV TV Comedies The Ross siblings of Disney's hit series 'Jessie' spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met. Netflix"
A Champion Heart,Children Family Movies Dramas,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",77.0,"A Champion Heart Children Family Movies Dramas When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected. Netflix"
